Date of Breach,Organization,Country,Industry,Type of Breach,Data Compromised,People Affected,Cause,Measures Taken,Attack Vector,Duration of Breach (Days),Detection Method,Time to Contain (Days),Financial Impact (Million $),Legal Actions Taken,Regulatory Fines (Million $),Compensation to Users,Public Trust Impact,Employee Involvement,Encryption Status,Third-party Involvement,CISO Resignation,Stock Price Impact (%),Lawsuits Filed,Recovery Cost (Million $),Breach Announced,User Notification
2003-09-15,Uber,UK,Finance,Data Leak,"Usernames, Credit Cards, Emails",8192681,Data Leak,Legal Action,Social Engineering,702,Internal Audit,16,92.22,Yes,34.37,Yes,High,None,Encrypted,No,No,-44.91,92,165.06,Immediately,Not Notified
2020-08-19,Equifax,France,Telecom,Weak Passwords,"Medical Records, Credit Cards",9353983,Weak Passwords,Public Disclosure,Social Engineering,3351,Law Enforcement,87,47.47,Yes,47.62,Yes,Medium,None,Encrypted,Yes,Yes,-34.27,86,259.3,Immediately,SMS
2014-07-01,Twitter,France,Finance,Data Leak,"Passwords, Credit Cards, Phone Numbers",8791807,Data Leak,Security Patch,USB Drive,1623,Law Enforcement,4,436.63,Yes,0.21,Yes,Low,Malicious,Partially Encrypted,No,No,0.04,40,286.89,Delayed,Press Release
2012-08-11,Target,Germany,Healthcare,Ransomware,"Phone Numbers, Credit Cards",8479836,Ransomware,Legal Action,Web Exploit,3051,Internal Audit,79,324.61,Yes,5.36,Yes,Medium,Accidental,Partially Encrypted,No,Yes,7.94,3,247.76,Delayed,Press Release
2002-06-09,Equifax,Germany,Retail,Malware,"Medical Records, Phone Numbers, SSNs",4748817,Malware,Public Disclosure,API Vulnerability,650,Law Enforcement,24,247.7,Yes,38.25,No,High,None,Partially Encrypted,No,No,-11.07,55,273.93,Immediately,Press Release
2023-05-17,Adobe,Australia,Technology,Malware,"SSNs, Medical Records",1268541,Malware,Customer Compensation,Social Engineering,2989,User Report,66,299.47,No,33.86,No,High,Malicious,Encrypted,No,Yes,-14.89,43,275.65,Delayed,Not Notified
2022-03-06,LinkedIn,France,Healthcare,Phishing,"SSNs, Phone Numbers, Passwords",2787734,Phishing,Legal Action,USB Drive,174,User Report,14,478.54,No,3.73,Yes,High,Accidental,Partially Encrypted,Yes,No,-10.33,22,211.59,Delayed,Press Release
2008-03-07,Uber,Canada,Healthcare,Insider Threat,"SSNs, Usernames",9810439,Insider Threat,Customer Compensation,API Vulnerability,3080,External Report,47,462.55,Yes,49.17,Yes,High,Accidental,Encrypted,No,Yes,-40.27,67,264.31,Immediately,Not Notified
2019-11-28,Twitter,France,Education,Ransomware,"Credit Cards, Medical Records, SSNs",9256073,Ransomware,Customer Compensation,USB Drive,2430,Security Tool,75,194.13,No,14.43,Yes,Medium,Accidental,Unencrypted,No,No,-42.65,68,139.95,Never Disclosed,Not Notified
2010-05-13,Equifax,India,Technology,Unpatched Software,"Phone Numbers, Medical Records",7175807,Unpatched Software,Increased Monitoring,Cloud Misconfig,1283,Law Enforcement,65,44.94,No,44.66,Yes,High,None,Encrypted,No,Yes,-37.44,49,86.83,Delayed,Press Release
2001-07-03,LinkedIn,Australia,Education,Insider Threat,"Emails, SSNs",2804465,Insider Threat,Customer Compensation,Email,2424,Security Tool,13,493.59,Yes,27.7,No,High,Malicious,Partially Encrypted,No,No,9.27,76,12.98,Delayed,Not Notified
2019-06-17,Target,China,Telecom,Malware,"Emails, Credit Cards, SSNs",976572,Malware,Legal Action,Web Exploit,2020,Law Enforcement,4,137.6,No,10.16,No,Low,Accidental,Encrypted,Yes,No,5.53,78,151.77,Delayed,SMS
2000-04-17,Adobe,Germany,Telecom,Phishing,"SSNs, Usernames, Medical Records",1530282,Phishing,Public Disclosure,Social Engineering,1715,Security Tool,45,244.68,Yes,44.39,No,Medium,Malicious,Encrypted,Yes,Yes,-30.8,53,170.06,Immediately,SMS
2007-03-07,Google,China,Healthcare,Weak Passwords,"Passwords, Usernames, Medical Records",2044066,Weak Passwords,Fined,USB Drive,1119,User Report,80,289.27,Yes,25.93,No,Low,None,Partially Encrypted,Yes,Yes,-35.92,55,16.4,Immediately,Email
2001-02-28,Twitter,Australia,Government,Phishing,"Passwords, SSNs",7222293,Phishing,Public Disclosure,Email,2047,Internal Audit,56,111.08,No,47.52,Yes,Low,Accidental,Unencrypted,Yes,Yes,-46.04,19,61.32,Never Disclosed,Email
2015-06-01,Yahoo,Canada,Telecom,Data Leak,"Medical Records, Phone Numbers, Usernames",3837192,Data Leak,Legal Action,Cloud Misconfig,2047,User Report,6,407.14,No,7.66,Yes,Medium,Accidental,Unencrypted,No,No,-19.55,43,113.72,Delayed,Not Notified
2014-09-06,Twitter,Australia,Technology,Ransomware,SSNs,9704549,Ransomware,Increased Monitoring,Cloud Misconfig,2193,Internal Audit,21,427.16,Yes,10.53,No,Medium,Malicious,Encrypted,Yes,No,3.46,16,108.61,Never Disclosed,Email
2017-04-26,Adobe,Russia,Technology,Weak Passwords,"Medical Records, SSNs, Usernames",8716610,Weak Passwords,Public Disclosure,Cloud Misconfig,2582,Security Tool,22,199.92,No,15.06,Yes,High,None,Partially Encrypted,Yes,Yes,8.2,28,91.09,Never Disclosed,Press Release
2001-01-30,Target,China,Healthcare,Insider Threat,Medical Records,7400907,Insider Threat,Public Disclosure,Social Engineering,269,Internal Audit,1,40.81,No,42.38,No,Low,Accidental,Unencrypted,Yes,No,2.68,57,74.05,Delayed,Press Release
2017-05-23,LinkedIn,Australia,Retail,Insider Threat,"Credit Cards, Usernames, Medical Records",2193907,Insider Threat,Legal Action,Social Engineering,1056,Law Enforcement,29,115.22,Yes,36.52,No,Low,None,Encrypted,Yes,No,-12.33,19,66.96,Delayed,SMS
2015-12-12,Google,Russia,Retail,Weak Passwords,"SSNs, Usernames, Medical Records",1500782,Weak Passwords,Customer Compensation,API Vulnerability,1831,External Report,28,432.72,Yes,3.73,Yes,High,Accidental,Encrypted,Yes,No,3.65,55,12.71,Immediately,Press Release
2018-02-17,Target,Germany,Hospitality,Unpatched Software,"Phone Numbers, Emails",3678584,Unpatched Software,Customer Compensation,API Vulnerability,1102,Security Tool,55,122.79,No,12.36,No,Low,Malicious,Unencrypted,Yes,No,-33.33,10,255.99,Delayed,Press Release
2024-06-02,Adobe,Canada,Telecom,Data Leak,"Emails, Passwords",8934508,Data Leak,Security Patch,API Vulnerability,2040,User Report,25,487.75,No,15.25,Yes,Low,Accidental,Partially Encrypted,No,Yes,-11.26,83,243.38,Delayed,Not Notified
2015-06-23,Yahoo,Australia,Technology,Data Leak,Usernames,9100165,Data Leak,Fined,USB Drive,402,Internal Audit,70,274.84,Yes,4.31,No,Medium,Malicious,Encrypted,Yes,No,-28.61,42,225.4,Never Disclosed,Email
2023-08-27,Google,France,Telecom,Phishing,"Medical Records, Emails, Usernames",925248,Phishing,Public Disclosure,Email,686,External Report,27,346.36,Yes,16.76,No,Low,None,Encrypted,No,No,-13.36,14,87.16,Delayed,Email
2018-05-30,Yahoo,France,Hospitality,Phishing,Credit Cards,7153485,Phishing,Security Patch,Web Exploit,679,User Report,86,307.03,Yes,42.36,No,High,Malicious,Partially Encrypted,Yes,No,-4.04,6,261.62,Never Disclosed,Press Release
2007-12-15,Facebook,Australia,Healthcare,Insider Threat,"Credit Cards, Medical Records",4302551,Insider Threat,Legal Action,Social Engineering,1648,User Report,94,232.83,No,16.52,Yes,High,None,Partially Encrypted,Yes,Yes,-27.48,1,174.46,Delayed,Press Release
2002-01-05,Target,France,Telecom,Data Leak,Passwords,632614,Data Leak,Customer Compensation,API Vulnerability,2692,Law Enforcement,11,99.62,Yes,9.3,No,High,Malicious,Encrypted,Yes,No,-17.55,8,97.36,Delayed,Email
2007-07-14,Adobe,India,Telecom,Weak Passwords,"Passwords, Credit Cards, Medical Records",6747087,Weak Passwords,Fined,API Vulnerability,3369,External Report,33,433.79,No,14.71,No,Low,Malicious,Partially Encrypted,Yes,No,-26.3,47,136.89,Never Disclosed,Press Release
2022-03-31,Google,Australia,Technology,Malware,"SSNs, Credit Cards",9039951,Malware,Increased Monitoring,USB Drive,1993,External Report,56,235.12,No,45.16,No,Low,None,Encrypted,Yes,Yes,-48.86,91,242.88,Immediately,Not Notified
2013-01-22,Adobe,Australia,Hospitality,Insider Threat,"Medical Records, Emails",4155407,Insider Threat,Customer Compensation,Social Engineering,3053,Security Tool,92,435.11,Yes,48.4,Yes,Low,None,Unencrypted,Yes,Yes,-9.68,63,53.16,Immediately,Not Notified
2015-02-20,Yahoo,Brazil,Education,Unpatched Software,"Credit Cards, Phone Numbers, Medical Records",5592016,Unpatched Software,Legal Action,Social Engineering,579,External Report,45,445.1,Yes,2.57,Yes,Low,None,Encrypted,No,Yes,-6.26,47,77.69,Never Disclosed,Press Release
2009-07-22,LinkedIn,Brazil,Finance,Phishing,"Credit Cards, Passwords",9858010,Phishing,Public Disclosure,Social Engineering,763,Internal Audit,2,208.54,No,20.79,No,Medium,None,Unencrypted,Yes,No,-37.82,3,71.52,Immediately,Press Release
2016-10-22,Google,Canada,Government,Phishing,"Usernames, SSNs",6657023,Phishing,Security Patch,USB Drive,2698,User Report,90,108.45,No,43.91,Yes,Medium,Malicious,Partially Encrypted,Yes,Yes,-6.03,18,270.79,Delayed,Press Release
2001-09-02,Facebook,Brazil,Government,Data Leak,"Phone Numbers, Usernames, Credit Cards",8844592,Data Leak,Security Patch,Social Engineering,1443,External Report,90,489.08,Yes,23.56,No,Low,Accidental,Partially Encrypted,Yes,No,-45.84,64,75.0,Immediately,Not Notified
2016-11-22,Google,Germany,Finance,Unpatched Software,Passwords,6226219,Unpatched Software,Public Disclosure,Email,1292,Law Enforcement,3,348.18,No,21.39,No,Medium,None,Unencrypted,Yes,Yes,-16.9,62,180.84,Never Disclosed,Press Release
2017-05-25,Equifax,UK,Retail,Insider Threat,"SSNs, Passwords, Usernames",9795042,Insider Threat,Legal Action,Email,1184,Internal Audit,20,24.49,No,24.6,No,Medium,None,Partially Encrypted,Yes,Yes,-5.33,33,37.53,Immediately,Email
2012-02-20,Google,Australia,Hospitality,Unpatched Software,"Phone Numbers, Emails, SSNs",1154125,Unpatched Software,Customer Compensation,API Vulnerability,3192,Security Tool,18,411.66,No,43.96,Yes,Low,Malicious,Unencrypted,Yes,No,-42.99,61,113.08,Immediately,Email
2008-11-15,Twitter,India,Telecom,Weak Passwords,"SSNs, Usernames",4821442,Weak Passwords,Public Disclosure,Social Engineering,2329,Internal Audit,65,409.33,No,44.12,No,High,Malicious,Partially Encrypted,No,No,-20.06,10,41.25,Never Disclosed,Press Release
2013-04-01,Twitter,Canada,Telecom,Weak Passwords,"Credit Cards, Emails, Passwords",511349,Weak Passwords,Customer Compensation,Cloud Misconfig,929,User Report,97,303.42,Yes,22.76,Yes,Low,None,Encrypted,Yes,Yes,-27.71,7,171.62,Immediately,Not Notified
2004-06-29,Google,USA,Technology,Unpatched Software,SSNs,2267215,Unpatched Software,Public Disclosure,USB Drive,1214,External Report,26,280.64,Yes,37.83,No,Medium,Malicious,Encrypted,Yes,Yes,-34.19,16,235.95,Delayed,Not Notified
2003-07-01,Uber,Russia,Telecom,Phishing,"Usernames, Emails",180649,Phishing,Legal Action,USB Drive,425,Internal Audit,51,491.71,Yes,42.66,No,Medium,None,Partially Encrypted,No,No,-16.27,86,52.89,Delayed,Press Release
2014-09-09,Google,Russia,Hospitality,Insider Threat,"Usernames, Medical Records",2284330,Insider Threat,Customer Compensation,Cloud Misconfig,2156,Internal Audit,13,240.81,Yes,9.46,No,Low,Accidental,Unencrypted,No,Yes,1.84,39,74.28,Delayed,Press Release
2005-01-06,Twitter,Canada,Retail,Weak Passwords,"Phone Numbers, Passwords, Usernames",1585833,Weak Passwords,Increased Monitoring,API Vulnerability,942,User Report,21,452.04,Yes,13.04,Yes,High,Accidental,Unencrypted,Yes,Yes,0.34,69,103.55,Never Disclosed,SMS
2010-11-15,Uber,India,Government,Data Leak,Phone Numbers,1232897,Data Leak,Security Patch,Web Exploit,1786,Law Enforcement,96,462.55,Yes,41.11,No,Low,Malicious,Partially Encrypted,No,Yes,-22.97,61,279.79,Never Disclosed,Email
2000-09-14,Uber,Russia,Hospitality,Unpatched Software,"Credit Cards, Usernames, Passwords",8755828,Unpatched Software,Security Patch,API Vulnerability,915,External Report,60,374.0,Yes,24.26,No,Medium,None,Encrypted,Yes,Yes,-1.57,86,273.19,Never Disclosed,Email
2008-05-19,Twitter,UK,Technology,Ransomware,Passwords,1458837,Ransomware,Customer Compensation,API Vulnerability,663,Security Tool,22,400.92,No,32.09,Yes,High,None,Partially Encrypted,No,No,-3.16,23,176.89,Never Disclosed,SMS
2010-04-30,Uber,Australia,Education,Data Leak,Emails,2718682,Data Leak,Security Patch,Social Engineering,3611,External Report,77,273.5,No,13.5,Yes,Low,None,Unencrypted,No,No,-17.67,86,66.55,Never Disclosed,Not Notified
2016-02-19,Equifax,France,Retail,Weak Passwords,"Phone Numbers, Medical Records",7324376,Weak Passwords,Public Disclosure,API Vulnerability,552,Internal Audit,79,57.25,Yes,12.61,No,Low,Malicious,Partially Encrypted,No,No,-43.86,5,74.28,Delayed,Not Notified
2001-11-09,Uber,Australia,Government,Phishing,Medical Records,3017969,Phishing,Legal Action,Cloud Misconfig,3594,Law Enforcement,21,42.0,Yes,29.22,No,High,Malicious,Unencrypted,Yes,Yes,-39.27,33,108.02,Never Disclosed,Email
2009-01-25,Adobe,Brazil,Government,Insider Threat,"Emails, SSNs, Usernames",135295,Insider Threat,Security Patch,Cloud Misconfig,3369,Law Enforcement,32,463.13,No,1.37,No,High,None,Encrypted,Yes,No,-3.57,25,191.45,Never Disclosed,Not Notified
2010-04-19,Google,USA,Retail,Phishing,"Credit Cards, Emails",4870025,Phishing,Security Patch,API Vulnerability,35,External Report,47,139.68,No,5.55,Yes,High,None,Encrypted,Yes,No,-29.14,79,23.15,Immediately,Email
2006-06-29,Marriott,UK,Education,Ransomware,Passwords,7723787,Ransomware,Legal Action,Web Exploit,3401,Law Enforcement,21,401.37,No,49.17,Yes,Medium,Malicious,Unencrypted,No,No,-11.7,44,112.48,Immediately,Email
2005-03-19,Marriott,Russia,Retail,Unpatched Software,"Medical Records, Usernames, Passwords",9060370,Unpatched Software,Legal Action,USB Drive,3559,User Report,51,299.73,Yes,18.02,Yes,Low,Accidental,Partially Encrypted,No,Yes,8.34,21,148.47,Immediately,Email
2024-08-01,Google,Germany,Healthcare,Data Leak,"Emails, Passwords, Credit Cards",6581660,Data Leak,Public Disclosure,API Vulnerability,2955,Law Enforcement,66,207.56,Yes,7.87,No,Medium,Accidental,Encrypted,No,Yes,-20.83,57,47.72,Delayed,Email
2002-01-10,Yahoo,France,Technology,Weak Passwords,"Credit Cards, Usernames, SSNs",7981395,Weak Passwords,Fined,USB Drive,2093,Security Tool,74,279.17,Yes,41.26,No,Medium,Malicious,Encrypted,Yes,Yes,8.57,99,5.45,Immediately,Press Release
2002-12-17,Adobe,Brazil,Technology,Insider Threat,"Emails, SSNs",6005665,Insider Threat,Customer Compensation,Social Engineering,3624,Internal Audit,43,390.77,Yes,30.47,No,Medium,None,Partially Encrypted,Yes,Yes,-29.51,79,179.39,Delayed,Email
2006-03-22,Adobe,Canada,Healthcare,Weak Passwords,"Phone Numbers, SSNs, Credit Cards",5757783,Weak Passwords,Fined,Email,1517,Security Tool,3,52.54,Yes,24.39,No,High,None,Encrypted,Yes,No,-15.84,34,158.86,Never Disclosed,Press Release
2004-05-13,Uber,France,Technology,Malware,Phone Numbers,1497153,Malware,Public Disclosure,Social Engineering,3235,Security Tool,96,354.82,Yes,29.63,Yes,Low,None,Partially Encrypted,No,Yes,-48.27,76,36.74,Delayed,Press Release
2014-07-27,Equifax,USA,Retail,Insider Threat,"Usernames, Phone Numbers, SSNs",792940,Insider Threat,Customer Compensation,Email,1283,Law Enforcement,76,108.45,No,21.57,No,High,None,Partially Encrypted,Yes,Yes,-19.55,62,34.33,Immediately,Email
2019-04-18,Facebook,Russia,Retail,Weak Passwords,Emails,856786,Weak Passwords,Public Disclosure,Web Exploit,2329,Security Tool,60,141.21,Yes,22.42,No,High,Malicious,Encrypted,Yes,No,-42.46,68,257.61,Delayed,Email
2005-09-25,Equifax,Russia,Retail,Unpatched Software,Usernames,156917,Unpatched Software,Public Disclosure,Social Engineering,1067,Internal Audit,16,498.53,No,7.15,Yes,High,None,Encrypted,No,No,-48.37,3,228.94,Never Disclosed,Not Notified
2008-01-13,Twitter,UK,Telecom,Unpatched Software,Usernames,3386160,Unpatched Software,Public Disclosure,Cloud Misconfig,1641,Internal Audit,8,209.45,No,34.39,No,Low,None,Partially Encrypted,No,Yes,-18.96,10,278.13,Immediately,Press Release
2007-03-17,Adobe,UK,Retail,Unpatched Software,"Emails, Passwords",6892457,Unpatched Software,Legal Action,Cloud Misconfig,213,External Report,33,322.2,Yes,26.81,Yes,Low,Accidental,Partially Encrypted,No,Yes,-5.9,51,74.26,Never Disclosed,SMS
2014-03-06,Twitter,France,Telecom,Phishing,SSNs,680081,Phishing,Fined,Cloud Misconfig,1235,User Report,46,363.87,Yes,3.92,No,Medium,Accidental,Partially Encrypted,Yes,Yes,-45.49,0,35.6,Immediately,SMS
2008-10-20,Adobe,Germany,Retail,Weak Passwords,"SSNs, Passwords, Emails",6957971,Weak Passwords,Security Patch,Cloud Misconfig,1772,External Report,96,470.12,Yes,12.23,Yes,High,None,Unencrypted,No,No,-44.84,98,236.97,Delayed,SMS
2023-12-19,Adobe,Germany,Retail,Data Leak,"SSNs, Medical Records",9853209,Data Leak,Fined,API Vulnerability,1264,User Report,93,47.06,No,7.57,No,Medium,Malicious,Partially Encrypted,Yes,Yes,-1.43,19,267.16,Never Disclosed,Email
2009-10-15,Equifax,Germany,Technology,Data Leak,"Credit Cards, Phone Numbers",7006064,Data Leak,Public Disclosure,Cloud Misconfig,288,User Report,80,99.71,Yes,8.08,No,Low,None,Encrypted,No,Yes,-0.82,69,283.49,Delayed,Email
2002-03-29,Equifax,Australia,Finance,Phishing,"Usernames, Medical Records",5184570,Phishing,Fined,Email,2229,External Report,28,318.55,Yes,1.06,No,High,None,Encrypted,Yes,No,-31.39,49,243.63,Immediately,Press Release
2019-02-09,Twitter,Australia,Retail,Insider Threat,"Passwords, Medical Records, Usernames",8306676,Insider Threat,Increased Monitoring,Social Engineering,2158,External Report,77,487.01,No,4.85,No,Low,None,Unencrypted,Yes,Yes,3.59,88,149.53,Immediately,Press Release
2011-06-20,LinkedIn,China,Telecom,Weak Passwords,"Passwords, Usernames",8436126,Weak Passwords,Fined,Social Engineering,839,Security Tool,85,279.25,Yes,3.43,No,Low,Accidental,Encrypted,Yes,Yes,-6.3,53,173.2,Delayed,Email
2018-01-11,Target,USA,Technology,Phishing,"SSNs, Medical Records",2503167,Phishing,Public Disclosure,Email,2454,Law Enforcement,87,202.83,No,35.75,Yes,Medium,None,Encrypted,No,No,-21.74,33,252.17,Immediately,Press Release
2016-09-08,Target,Russia,Finance,Unpatched Software,"Phone Numbers, Credit Cards, Medical Records",1681428,Unpatched Software,Legal Action,Email,2462,Law Enforcement,5,446.75,Yes,0.94,Yes,High,None,Unencrypted,No,Yes,8.57,72,117.38,Delayed,Press Release
2020-06-15,Google,Australia,Government,Weak Passwords,Phone Numbers,813723,Weak Passwords,Public Disclosure,Web Exploit,954,External Report,66,348.18,No,18.61,No,High,Malicious,Unencrypted,Yes,No,-42.63,85,118.02,Never Disclosed,Press Release
2019-08-30,Twitter,Germany,Finance,Insider Threat,"SSNs, Passwords",4339876,Insider Threat,Increased Monitoring,API Vulnerability,3179,Security Tool,16,409.33,Yes,18.21,No,High,Malicious,Partially Encrypted,No,No,-15.67,75,172.06,Delayed,Not Notified
2016-11-10,Twitter,Australia,Healthcare,Malware,"Phone Numbers, Credit Cards, Emails",7012140,Malware,Increased Monitoring,Web Exploit,425,Law Enforcement,80,308.0,Yes,10.92,Yes,Medium,Accidental,Unencrypted,No,Yes,0.01,24,289.96,Delayed,Not Notified
2024-02-26,Twitter,Brazil,Finance,Unpatched Software,"Passwords, Medical Records, Phone Numbers",4885391,Unpatched Software,Customer Compensation,Email,2892,Security Tool,92,111.08,Yes,37.63,No,Medium,None,Unencrypted,Yes,No,8.55,89,253.37,Never Disclosed,Not Notified
2019-10-16,LinkedIn,France,Hospitality,Phishing,"Phone Numbers, Passwords",6194279,Phishing,Security Patch,Web Exploit,3600,Security Tool,90,28.98,Yes,41.06,No,Medium,Malicious,Unencrypted,Yes,Yes,6.52,55,50.4,Never Disclosed,Email
2005-10-21,Equifax,China,Retail,Phishing,"Emails, Credit Cards",5984125,Phishing,Security Patch,Social Engineering,3405,Law Enforcement,21,268.2,No,39.97,No,Low,Malicious,Unencrypted,No,Yes,-23.18,11,289.23,Immediately,Email
2019-11-02,Target,Canada,Healthcare,Unpatched Software,"SSNs, Medical Records, Usernames",6820466,Unpatched Software,Fined,Social Engineering,284,Security Tool,82,213.77,Yes,11.27,Yes,High,None,Encrypted,No,No,-44.01,28,268.64,Delayed,Email
2001-06-14,Uber,USA,Government,Data Leak,"SSNs, Passwords, Credit Cards",920308,Data Leak,Security Patch,Cloud Misconfig,920,Security Tool,68,202.7,No,41.49,No,High,Malicious,Partially Encrypted,No,No,-40.46,76,229.7,Immediately,Email
2024-11-19,Uber,Russia,Education,Insider Threat,Emails,9991764,Insider Threat,Increased Monitoring,Email,402,External Report,1,301.1,No,33.54,No,High,Accidental,Partially Encrypted,Yes,No,-33.88,3,200.9,Never Disclosed,Press Release
2015-11-17,LinkedIn,USA,Telecom,Phishing,"Phone Numbers, Medical Records",395354,Phishing,Fined,Cloud Misconfig,2871,Internal Audit,43,3.37,Yes,7.34,Yes,Low,Malicious,Encrypted,Yes,Yes,9.3,52,113.49,Delayed,Press Release
2003-01-30,Yahoo,USA,Education,Malware,Usernames,3838817,Malware,Security Patch,Cloud Misconfig,2714,Law Enforcement,98,215.3,No,3.07,No,Medium,Malicious,Encrypted,No,No,-40.51,45,250.06,Never Disclosed,Not Notified
2004-07-15,LinkedIn,India,Technology,Data Leak,Phone Numbers,7927901,Data Leak,Customer Compensation,Cloud Misconfig,1781,Law Enforcement,38,380.54,No,9.59,Yes,High,None,Partially Encrypted,No,No,-8.52,53,287.91,Immediately,Press Release
2009-09-05,Google,France,Hospitality,Ransomware,"Emails, Medical Records",6733128,Ransomware,Public Disclosure,Email,2909,External Report,10,91.54,Yes,10.16,No,High,None,Encrypted,No,No,-30.8,62,90.65,Immediately,Email
2015-08-08,Uber,India,Retail,Ransomware,Emails,7061637,Ransomware,Customer Compensation,USB Drive,2543,Law Enforcement,66,137.24,No,31.78,No,Medium,Malicious,Partially Encrypted,No,Yes,4.18,43,267.3,Never Disclosed,SMS
2011-05-27,Yahoo,Russia,Retail,Malware,Phone Numbers,5030194,Malware,Public Disclosure,API Vulnerability,1560,Security Tool,90,172.82,Yes,41.11,No,Medium,Malicious,Encrypted,Yes,Yes,-15.06,37,33.05,Immediately,Email
2016-03-25,Equifax,Brazil,Government,Malware,"Medical Records, Usernames, Passwords",3460325,Malware,Security Patch,Email,681,External Report,15,483.18,Yes,20.54,No,Medium,Accidental,Partially Encrypted,Yes,No,-17.52,59,253.86,Delayed,SMS
2024-09-24,Yahoo,Russia,Retail,Malware,"SSNs, Passwords",1500794,Malware,Increased Monitoring,Social Engineering,1744,Security Tool,14,217.67,No,43.46,Yes,Medium,Accidental,Unencrypted,Yes,No,-17.45,95,135.86,Delayed,Press Release
2003-11-10,Marriott,France,Healthcare,Data Leak,Usernames,8032417,Data Leak,Public Disclosure,USB Drive,1214,Law Enforcement,87,200.8,Yes,37.32,Yes,Low,Accidental,Partially Encrypted,No,No,-30.82,45,139.62,Never Disclosed,Press Release
2008-04-24,Facebook,Russia,Telecom,Ransomware,"SSNs, Credit Cards",5996291,Ransomware,Increased Monitoring,Cloud Misconfig,1074,Law Enforcement,64,295.45,Yes,44.89,No,Low,Malicious,Encrypted,No,Yes,-43.8,68,280.29,Never Disclosed,Press Release
2018-10-25,Target,India,Education,Unpatched Software,Usernames,9912717,Unpatched Software,Fined,Social Engineering,916,External Report,6,436.63,No,47.68,No,Low,Accidental,Partially Encrypted,Yes,Yes,6.78,84,6.01,Immediately,SMS
2002-01-23,Equifax,USA,Telecom,Malware,"Credit Cards, Passwords, Phone Numbers",32847,Malware,Customer Compensation,Cloud Misconfig,1728,Security Tool,21,358.74,No,2.64,Yes,Medium,Malicious,Encrypted,No,Yes,-42.99,47,72.05,Never Disclosed,Email
2021-06-05,Yahoo,India,Healthcare,Data Leak,Passwords,6929845,Data Leak,Security Patch,Web Exploit,1080,Internal Audit,53,349.24,Yes,23.36,Yes,Low,None,Partially Encrypted,Yes,No,-5.93,16,137.2,Delayed,SMS
2018-05-22,Uber,USA,Hospitality,Weak Passwords,"Usernames, Phone Numbers",4272723,Weak Passwords,Increased Monitoring,USB Drive,2577,External Report,69,401.81,Yes,26.17,Yes,Low,None,Partially Encrypted,No,Yes,-25.34,71,208.93,Never Disclosed,Email
2018-03-01,Target,China,Government,Data Leak,Emails,6308784,Data Leak,Legal Action,Cloud Misconfig,2424,Law Enforcement,19,255.58,Yes,38.58,Yes,Medium,Malicious,Encrypted,No,No,4.51,26,3.07,Immediately,Not Notified
2003-11-14,Uber,India,Government,Insider Threat,"Passwords, Phone Numbers",6781903,Insider Threat,Increased Monitoring,Web Exploit,2574,Law Enforcement,75,484.14,Yes,36.29,Yes,Medium,None,Unencrypted,No,No,-2.94,62,104.8,Never Disclosed,Email
2005-03-24,LinkedIn,USA,Education,Weak Passwords,"SSNs, Passwords, Medical Records",4954221,Weak Passwords,Security Patch,Social Engineering,699,External Report,74,227.56,Yes,49.27,No,High,Accidental,Unencrypted,Yes,Yes,-48.69,70,113.17,Delayed,Press Release
2023-01-29,Adobe,USA,Finance,Ransomware,"Credit Cards, Emails",6920375,Ransomware,Security Patch,Web Exploit,743,User Report,46,59.65,Yes,4.5,No,High,Accidental,Unencrypted,No,No,-1.48,62,97.36,Delayed,Press Release
2017-12-14,Yahoo,China,Healthcare,Insider Threat,"Medical Records, Phone Numbers",7826180,Insider Threat,Security Patch,USB Drive,435,Security Tool,37,130.47,No,45.47,Yes,Medium,Accidental,Encrypted,Yes,No,-0.65,16,135.86,Immediately,SMS
2017-05-27,Facebook,Brazil,Technology,Phishing,"Passwords, Phone Numbers, Usernames",6607474,Phishing,Increased Monitoring,USB Drive,2939,Law Enforcement,53,170.66,Yes,47.42,Yes,Low,Accidental,Encrypted,No,No,6.78,34,272.87,Immediately,Email
2009-05-16,Facebook,Brazil,Finance,Ransomware,"Usernames, Phone Numbers, Credit Cards",9979172,Ransomware,Legal Action,Email,1993,Internal Audit,55,448.88,No,26.28,No,Low,None,Unencrypted,Yes,No,-28.43,49,37.53,Delayed,Press Release
2013-10-02,Yahoo,Russia,Retail,Phishing,"Medical Records, Credit Cards",7061829,Phishing,Public Disclosure,USB Drive,1605,User Report,57,195.88,No,7.99,Yes,High,None,Partially Encrypted,No,No,-6.22,41,42.42,Immediately,Not Notified
2009-05-22,Equifax,USA,Retail,Data Leak,Usernames,6856580,Data Leak,Customer Compensation,Cloud Misconfig,2095,External Report,37,350.56,No,15.5,Yes,Medium,Malicious,Encrypted,No,Yes,-45.65,34,107.12,Never Disclosed,Press Release
2017-12-31,Target,India,Education,Ransomware,Emails,4744754,Ransomware,Fined,Email,784,External Report,61,344.88,No,18.68,No,High,Accidental,Encrypted,No,No,5.03,31,97.11,Never Disclosed,SMS
2003-08-20,Target,Russia,Technology,Ransomware,"Emails, Medical Records",3916015,Ransomware,Fined,USB Drive,1508,External Report,4,487.75,No,17.43,No,Low,Accidental,Encrypted,Yes,No,-40.06,63,143.8,Never Disclosed,Press Release
